missions,tasks_per_mission,total_tasks,manpower,shift,location,campaign_in_weeks
20,26,520,174,3,2,4
9,46,414,138,3,3,6
3,23,69,23,3,3,6
20,34,680,227,3,3,8
11,39,429,143,3,2,4
6,38,228,76,3,3,5
2,29,58,20,3,2,4
7,30,210,70,3,2,4
18,31,558,186,3,2,4
2,44,88,30,3,2,4
17,46,782,261,3,3,8
11,25,275,92,3,2,4
12,59,708,236,3,2,4
19,58,1102,368,3,3,4
7,52,364,122,3,3,4
20,26,520,174,3,3,4
6,25,150,50,3,2,4
1,11,11,4,3,3,4
17,13,221,74,3,2,4
11,30,330,110,3,2,7
18,48,864,288,3,3,5
17,43,731,244,3,3,8
7,39,273,91,3,3,4
17,15,255,85,3,2,4
20,26,520,174,3,2,4
9,48,432,144,3,2,4
17,34,578,193,3,2,4
20,14,280,94,3,2,4
8,14,112,38,3,2,4
17,29,493,165,3,3,4
7,25,175,59,3,2,6
1,60,60,20,3,3,4
13,50,650,217,3,3,4
19,46,874,292,3,3,4
19,49,931,311,3,3,4
17,18,306,102,3,3,4
13,14,182,61,3,2,4
16,51,816,272,3,2,4
8,11,88,30,3,2,6
19,18,342,114,3,2,5
18,52,936,312,3,3,4
1,45,45,15,3,3,4
14,31,434,145,3,3,4
19,31,589,197,3,2,5
15,31,465,155,3,2,4
18,43,774,258,3,2,4
2,38,76,26,3,2,4
17,47,799,267,3,3,4
18,55,990,330,3,3,5
6,42,252,84,3,2,4
19,27,513,171,3,2,4
4,16,64,22,3,3,4
1,10,10,4,3,3,4
8,42,336,112,3,3,6
7,10,70,24,3,3,6
3,33,99,33,3,2,4
10,13,130,44,3,3,4
10,13,130,44,3,3,4
19,27,513,171,3,3,4
14,36,504,168,3,3,4
2,52,104,35,3,2,4
1,41,41,14,3,2,4
18,42,756,252,3,2,4
7,37,259,87,3,2,4
8,51,408,136,3,2,5
1,50,50,17,3,2,4
3,45,135,45,3,3,5
8,15,120,40,3,3,4
15,25,375,125,3,3,4
5,43,215,72,3,3,5
3,32,96,32,3,2,4
19,59,1121,374,3,3,5
1,51,51,17,3,2,4
15,33,495,165,3,3,4
8,58,464,155,3,3,4
2,22,44,15,3,3,4
3,27,81,27,3,2,4
14,22,308,103,3,3,4
14,58,812,271,3,2,4
11,46,506,169,3,2,4
16,52,832,278,3,3,4
4,48,192,64,3,2,4
20,51,1020,340,3,2,4
5,26,130,44,3,3,4
14,24,336,112,3,3,5
16,27,432,144,3,3,5
18,32,576,192,3,3,4
7,60,420,140,3,3,8
10,39,390,130,3,3,4
7,43,301,101,3,2,7
1,13,13,5,3,3,5
19,12,228,76,3,3,5
16,16,256,86,3,2,4
19,27,513,171,3,3,4
4,51,204,68,3,2,4
18,16,288,96,3,3,5
2,49,98,33,3,3,4
1,15,15,5,3,2,5
15,31,465,155,3,3,4
5,10,50,17,3,2,6
20,13,260,87,3,3,4
11,55,605,202,3,3,4
10,58,580,194,3,2,4
2,59,118,40,3,3,4
3,52,156,52,3,3,4
12,38,456,152,3,2,5
20,30,600,200,3,3,4
5,35,175,59,3,2,4
5,23,115,39,3,3,6
6,18,108,36,3,2,4
9,56,504,168,3,3,7
2,21,42,14,3,2,8
12,51,612,204,3,2,4
3,60,180,60,3,3,4
20,60,1200,400,3,3,4
12,15,180,60,3,2,5
17,29,493,165,3,3,4
10,33,330,110,3,2,4
14,36,504,168,3,3,5
17,47,799,267,3,3,4
18,17,306,102,3,2,6
19,10,190,64,3,2,5
17,58,986,329,3,3,4
14,58,812,271,3,3,6
9,33,297,99,3,3,5
8,56,448,150,3,3,4
2,16,32,11,3,3,4
13,28,364,122,3,2,4
7,31,217,73,3,3,4
9,44,396,132,3,3,8
11,39,429,143,3,2,4
14,38,532,178,3,2,4
4,31,124,42,3,2,4
13,20,260,87,3,3,4
2,29,58,20,3,2,7
5,38,190,64,3,2,6
11,60,660,220,3,2,4
6,50,300,100,3,2,4
18,51,918,306,3,3,4
10,43,430,144,3,3,4
4,10,40,14,3,3,4
9,40,360,120,3,2,4
6,39,234,78,3,2,8
2,57,114,38,3,2,4
17,27,459,153,3,2,6
5,26,130,44,3,2,4
6,47,282,94,3,2,4
12,23,276,92,3,3,6
10,32,320,107,3,3,4
6,34,204,68,3,2,6
8,24,192,64,3,3,4
2,55,110,37,3,2,4
12,31,372,124,3,2,6
13,12,156,52,3,3,4
7,28,196,66,3,2,6
10,53,530,177,3,3,7
13,43,559,187,3,2,4
17,44,748,250,3,2,4
14,59,826,276,3,3,4
2,10,20,7,3,2,4
11,30,330,110,3,2,5
1,38,38,13,3,2,4
19,15,285,95,3,3,4
4,46,184,62,3,2,5
19,10,190,64,3,2,4
11,60,660,220,3,2,6
8,10,80,27,3,3,4
11,36,396,132,3,3,7
4,30,120,40,3,3,4
17,25,425,142,3,3,4
7,53,371,124,3,3,4
8,49,392,131,3,2,4
3,35,105,35,3,3,8
2,25,50,17,3,3,4
15,37,555,185,3,2,5
5,10,50,17,3,3,4
1,45,45,15,3,2,4
4,19,76,26,3,3,4
15,52,780,260,3,2,4
20,26,520,174,3,2,4
19,32,608,203,3,3,4
3,16,48,16,3,3,7
20,53,1060,354,3,2,4
11,16,176,59,3,2,4
17,53,901,301,3,2,4
13,24,312,104,3,2,4
11,43,473,158,3,2,7
2,55,110,37,3,2,4
9,54,486,162,3,2,4
2,13,26,9,3,3,4
9,23,207,69,3,2,4
9,23,207,69,3,3,4
8,25,200,67,3,3,4
17,16,272,91,3,2,4
1,41,41,14,3,2,4
11,28,308,103,3,3,6
8,11,88,30,3,2,4
10,19,190,64,3,2,6
7,59,413,138,3,3,4
3,26,78,26,3,3,6
3,46,138,46,3,3,4
18,21,378,126,3,2,4
5,15,75,25,3,2,4
12,31,372,124,3,3,4
12,41,492,164,3,2,4
19,50,950,317,3,3,4
6,29,174,58,3,2,4
2,10,20,7,3,3,4
12,56,672,224,3,2,4
19,15,285,95,3,3,5
5,28,140,47,3,2,4
12,27,324,108,3,2,4
17,15,255,85,3,3,4
17,54,918,306,3,2,4
10,42,420,140,3,2,4
17,32,544,182,3,3,6
15,32,480,160,3,2,4
12,35,420,140,3,2,4
16,22,352,118,3,2,4
19,16,304,102,3,3,4
8,24,192,64,3,3,6
17,53,901,301,3,3,6
5,36,180,60,3,3,4
16,35,560,187,3,3,4
6,42,252,84,3,2,4
8,24,192,64,3,2,4
18,45,810,270,3,3,4
12,54,648,216,3,2,5
15,36,540,180,3,2,4
9,14,126,42,3,2,4
13,11,143,48,3,2,4
15,42,630,210,3,3,5
10,25,250,84,3,3,4
16,32,512,171,3,2,6
7,47,329,110,3,2,4
17,25,425,142,3,3,4
7,23,161,54,3,2,6
14,38,532,178,3,2,6
15,35,525,175,3,2,4
7,44,308,103,3,3,4
9,24,216,72,3,3,5
19,12,228,76,3,2,4
16,32,512,171,3,2,4
8,38,304,102,3,2,7
18,43,774,258,3,2,4
18,42,756,252,3,2,4
20,50,1000,334,3,2,4
7,50,350,117,3,3,4
3,32,96,32,3,3,4
18,16,288,96,3,2,4
10,12,120,40,3,3,4
7,41,287,96,3,2,4
17,40,680,227,3,2,4
14,27,378,126,3,3,4
3,52,156,52,3,3,7
12,16,192,64,3,2,4
13,50,650,217,3,2,8
2,10,20,7,3,3,4
3,23,69,23,3,3,5
5,41,205,69,3,2,4
11,15,165,55,3,2,4
8,48,384,128,3,2,6
12,19,228,76,3,3,6
7,16,112,38,3,2,4
15,35,525,175,3,3,5
17,43,731,244,3,2,4
4,39,156,52,3,3,6
13,45,585,195,3,3,4
18,30,540,180,3,3,4
1,26,26,9,3,3,4
16,42,672,224,3,2,4
13,19,247,83,3,3,6
10,60,600,200,3,3,4
12,56,672,224,3,3,4
2,51,102,34,3,2,4
3,60,180,60,3,2,4
10,21,210,70,3,2,4
2,25,50,17,3,2,4
13,50,650,217,3,2,7
13,41,533,178,3,2,4
18,24,432,144,3,3,4
3,36,108,36,3,3,5
7,37,259,87,3,3,4
14,26,364,122,3,2,7
20,55,1100,367,3,3,5
17,59,1003,335,3,3,4
12,11,132,44,3,2,4
16,45,720,240,3,3,4
12,59,708,236,3,2,4
15,16,240,80,3,3,6
10,22,220,74,3,2,4
7,24,168,56,3,2,4
20,34,680,227,3,2,4
5,32,160,54,3,3,4
1,31,31,11,3,3,4
17,35,595,199,3,2,6
3,42,126,42,3,2,4
13,20,260,87,3,3,4
14,19,266,89,3,3,4
18,34,612,204,3,2,6
4,46,184,62,3,3,4
18,57,1026,342,3,3,6
5,52,260,87,3,3,4
16,47,752,251,3,2,7
1,50,50,17,3,2,4
14,54,756,252,3,3,4
15,33,495,165,3,2,4
9,49,441,147,3,3,4
15,55,825,275,3,3,4
17,42,714,238,3,2,4
4,26,104,35,3,2,4
12,33,396,132,3,2,4
5,46,230,77,3,3,7
5,11,55,19,3,3,4
11,41,451,151,3,2,6
6,33,198,66,3,2,4
7,18,126,42,3,2,4
14,13,182,61,3,3,4
11,26,286,96,3,3,4
13,26,338,113,3,3,8
2,59,118,40,3,2,4
7,57,399,133,3,2,6
20,39,780,260,3,3,7
4,49,196,66,3,2,4
8,20,160,54,3,2,7
20,30,600,200,3,2,4
19,30,570,190,3,2,8
13,27,351,117,3,3,5
14,38,532,178,3,2,4
10,33,330,110,3,3,7
11,19,209,70,3,3,4
2,54,108,36,3,2,4
9,26,234,78,3,3,4
17,27,459,153,3,3,4
3,51,153,51,3,2,4
6,57,342,114,3,3,6
5,29,145,49,3,3,4
5,46,230,77,3,3,4
15,54,810,270,3,3,4
17,27,459,153,3,3,4
9,26,234,78,3,3,5
3,18,54,18,3,3,5
20,23,460,154,3,3,7
17,58,986,329,3,2,4
10,38,380,127,3,2,4
3,40,120,40,3,2,7
18,13,234,78,3,3,5
18,27,486,162,3,3,4
17,29,493,165,3,3,4
3,56,168,56,3,2,7
3,52,156,52,3,2,5
6,53,318,106,3,2,4
13,18,234,78,3,3,5
15,22,330,110,3,2,4
9,24,216,72,3,2,4
4,36,144,48,3,3,4
14,24,336,112,3,2,4
5,37,185,62,3,3,4
2,46,92,31,3,2,4
11,28,308,103,3,3,4
9,35,315,105,3,3,6
3,35,105,35,3,3,8
9,34,306,102,3,3,4
3,35,105,35,3,3,4
2,35,70,24,3,2,7
12,55,660,220,3,3,4
10,37,370,124,3,3,5
9,58,522,174,3,3,5
15,27,405,135,3,3,4
8,41,328,110,3,2,6
5,12,60,20,3,3,6
11,11,121,41,3,2,4
2,42,84,28,3,3,4
15,51,765,255,3,3,4
6,28,168,56,3,2,4
8,26,208,70,3,2,4
5,53,265,89,3,2,4
16,42,672,224,3,3,4
18,21,378,126,3,2,7
6,58,348,116,3,3,4
5,12,60,20,3,2,4
16,52,832,278,3,2,4
13,58,754,252,3,3,4
5,35,175,59,3,2,4
13,44,572,191,3,2,4
17,17,289,97,3,3,4
18,45,810,270,3,3,6
8,16,128,43,3,3,8
13,55,715,239,3,2,4
19,55,1045,349,3,2,4
3,45,135,45,3,2,4
8,25,200,67,3,2,5
2,33,66,22,3,2,4
8,10,80,27,3,3,7
13,58,754,252,3,2,4
13,34,442,148,3,3,4
1,19,19,7,3,2,4
6,25,150,50,3,3,8
19,25,475,159,3,2,5
16,17,272,91,3,2,4
8,38,304,102,3,3,4
1,48,48,16,3,2,4
16,37,592,198,3,3,4
9,15,135,45,3,2,5
13,25,325,109,3,2,6
11,29,319,107,3,3,5
13,25,325,109,3,2,8
10,16,160,54,3,3,4
4,50,200,67,3,2,6
6,23,138,46,3,2,5
7,52,364,122,3,2,4
5,35,175,59,3,2,5
11,35,385,129,3,2,4
13,23,299,100,3,2,5
19,16,304,102,3,2,4
10,42,420,140,3,3,4
10,35,350,117,3,2,4
11,54,594,198,3,2,4
7,29,203,68,3,2,4
18,12,216,72,3,3,4
4,13,52,18,3,3,4
2,35,70,24,3,2,4
14,20,280,94,3,2,6
13,11,143,48,3,2,7
12,23,276,92,3,3,4
7,53,371,124,3,2,5
2,39,78,26,3,3,4
13,58,754,252,3,2,5
14,21,294,98,3,3,4
17,35,595,199,3,3,4
9,53,477,159,3,2,4
17,42,714,238,3,2,4
8,22,176,59,3,2,5
2,23,46,16,3,2,6
13,33,429,143,3,2,4
3,43,129,43,3,2,4
16,53,848,283,3,2,6
6,35,210,70,3,3,5
19,30,570,190,3,2,4
7,37,259,87,3,2,4
10,57,570,190,3,3,4
9,45,405,135,3,2,4
2,49,98,33,3,2,4
15,11,165,55,3,2,4
5,51,255,85,3,2,6
4,18,72,24,3,3,4
20,32,640,214,3,3,8
4,24,96,32,3,2,5
18,22,396,132,3,2,7
4,32,128,43,3,3,4
17,26,442,148,3,2,5
12,57,684,228,3,3,4
17,11,187,63,3,3,4
10,29,290,97,3,3,4
1,29,29,10,3,2,4
18,55,990,330,3,2,6
18,12,216,72,3,2,6
14,21,294,98,3,3,4
15,49,735,245,3,2,4
12,11,132,44,3,2,4
4,45,180,60,3,3,4
3,23,69,23,3,2,6
20,25,500,167,3,2,4
12,28,336,112,3,2,7
7,43,301,101,3,3,4
11,53,583,195,3,2,4
1,55,55,19,3,3,4
6,15,90,30,3,3,4
15,22,330,110,3,3,4
15,45,675,225,3,2,6
19,31,589,197,3,2,5
11,27,297,99,3,2,4
2,21,42,14,3,3,4
14,39,546,182,3,3,4
2,60,120,40,3,2,4
4,49,196,66,3,3,4
17,16,272,91,3,2,4
3,41,123,41,3,2,6
13,57,741,247,3,2,5
9,28,252,84,3,2,7
7,15,105,35,3,2,4
15,29,435,145,3,2,7
11,36,396,132,3,2,4
20,52,1040,347,3,3,4
2,46,92,31,3,2,8
15,57,855,285,3,3,4
14,16,224,75,3,3,4
20,14,280,94,3,2,5
11,20,220,74,3,3,7
3,24,72,24,3,3,5
17,12,204,68,3,3,4
12,14,168,56,3,2,4
15,32,480,160,3,2,8
16,46,736,246,3,2,4
5,18,90,30,3,2,4
20,24,480,160,3,2,4
6,12,72,24,3,3,4
19,38,722,241,3,3,4
5,15,75,25,3,2,4
3,26,78,26,3,3,4
1,35,35,12,3,3,4
6,30,180,60,3,3,4
15,17,255,85,3,3,4
2,30,60,20,3,2,6
3,20,60,20,3,2,4
17,47,799,267,3,2,4
12,17,204,68,3,3,7
18,51,918,306,3,3,4
15,33,495,165,3,2,4
12,44,528,176,3,2,4
16,23,368,123,3,3,5
8,23,184,62,3,2,7
14,19,266,89,3,2,7
17,21,357,119,3,3,5
8,47,376,126,3,3,4
15,53,795,265,3,2,4
14,55,770,257,3,3,4
18,43,774,258,3,2,4
20,50,1000,334,3,3,5
7,19,133,45,3,3,4
3,26,78,26,3,2,4
12,26,312,104,3,3,6
3,12,36,12,3,2,4
20,40,800,267,3,3,4
14,60,840,280,3,2,4
15,10,150,50,3,3,4
14,21,294,98,3,3,4
7,48,336,112,3,2,4
17,13,221,74,3,3,4
12,51,612,204,3,2,5
20,22,440,147,3,3,7
4,43,172,58,3,3,4
9,51,459,153,3,2,4
6,30,180,60,3,3,5
16,31,496,166,3,3,7
2,13,26,9,3,2,4
8,27,216,72,3,3,4
11,14,154,52,3,2,5
13,28,364,122,3,2,4
17,11,187,63,3,2,4
8,21,168,56,3,3,4
18,26,468,156,3,3,4
18,19,342,114,3,2,4
14,43,602,201,3,3,4
15,15,225,75,3,2,6
6,17,102,34,3,3,4
11,60,660,220,3,2,4
13,20,260,87,3,2,4
1,21,21,7,3,3,6
6,18,108,36,3,2,4
9,11,99,33,3,2,4
8,17,136,46,3,3,4
11,20,220,74,3,2,5
19,45,855,285,3,2,4
9,19,171,57,3,3,4
17,30,510,170,3,2,4
12,29,348,116,3,2,6
14,57,798,266,3,2,4
15,17,255,85,3,2,5
16,45,720,240,3,2,6
20,38,760,254,3,2,7
1,51,51,17,3,2,4
10,21,210,70,3,2,8
8,23,184,62,3,3,4
18,57,1026,342,3,2,4
1,59,59,20,3,2,6
2,30,60,20,3,3,4
1,31,31,11,3,2,4
1,30,30,10,3,2,4
9,53,477,159,3,2,4
13,59,767,256,3,2,4
1,39,39,13,3,2,5
13,48,624,208,3,2,6
20,29,580,194,3,3,4
7,33,231,77,3,3,4
2,32,64,22,3,3,7
6,16,96,32,3,3,4
7,18,126,42,3,3,4
14,10,140,47,3,2,4
18,35,630,210,3,2,4
15,47,705,235,3,2,4
2,47,94,32,3,2,4
10,53,530,177,3,2,4
12,31,372,124,3,3,4
17,53,901,301,3,3,4
8,19,152,51,3,2,6
11,15,165,55,3,2,5
3,26,78,26,3,2,4
6,60,360,120,3,3,4
9,59,531,177,3,3,8
6,47,282,94,3,2,4
9,33,297,99,3,3,6
7,60,420,140,3,2,4
9,19,171,57,3,3,7
18,17,306,102,3,3,4
12,30,360,120,3,2,4
8,15,120,40,3,3,5
8,30,240,80,3,3,4
18,48,864,288,3,2,4
20,33,660,220,3,3,4
15,42,630,210,3,2,5
7,27,189,63,3,3,4
11,37,407,136,3,2,4
20,41,820,274,3,2,4
16,21,336,112,3,3,4
4,57,228,76,3,3,4
6,51,306,102,3,2,4
3,36,108,36,3,3,4
9,19,171,57,3,3,4
10,55,550,184,3,3,4
14,51,714,238,3,2,4
11,41,451,151,3,2,4
18,51,918,306,3,2,4
12,35,420,140,3,3,8
12,34,408,136,3,3,4
13,20,260,87,3,2,5
13,32,416,139,3,2,4
19,43,817,273,3,3,4
19,49,931,311,3,3,4
14,32,448,150,3,3,4
4,38,152,51,3,3,8
13,40,520,174,3,2,7
8,16,128,43,3,3,5
19,49,931,311,3,3,4
12,42,504,168,3,2,4
18,30,540,180,3,2,4
6,11,66,22,3,3,7
18,27,486,162,3,2,4
19,56,1064,355,3,3,4
5,42,210,70,3,3,4
9,46,414,138,3,2,4
3,43,129,43,3,2,7
10,29,290,97,3,3,4
19,44,836,279,3,2,4
3,60,180,60,3,3,4
15,59,885,295,3,3,6
1,27,27,9,3,3,4
7,55,385,129,3,2,6
12,33,396,132,3,3,4
17,17,289,97,3,3,6
20,39,780,260,3,3,5
5,53,265,89,3,2,4
4,19,76,26,3,3,4
12,32,384,128,3,3,4
20,58,1160,387,3,3,4
18,20,360,120,3,2,6
17,11,187,63,3,3,4
19,35,665,222,3,3,4
9,45,405,135,3,2,4
4,42,168,56,3,2,4
2,56,112,38,3,3,6
4,22,88,30,3,3,4
2,49,98,33,3,3,8
15,34,510,170,3,2,7
2,13,26,9,3,2,4
4,51,204,68,3,3,4
6,28,168,56,3,2,6
7,27,189,63,3,3,4
10,46,460,154,3,3,4
19,39,741,247,3,2,4
19,28,532,178,3,3,4
12,32,384,128,3,2,5
3,25,75,25,3,2,4
13,10,130,44,3,3,4
18,21,378,126,3,2,7
8,33,264,88,3,3,5
15,43,645,215,3,2,4
1,17,17,6,3,3,5
3,27,81,27,3,3,4
8,57,456,152,3,3,5
4,14,56,19,3,2,4
16,35,560,187,3,3,4
10,39,390,130,3,2,5
12,22,264,88,3,2,4
14,28,392,131,3,2,8
14,38,532,178,3,2,4
2,12,24,8,3,2,7
5,35,175,59,3,3,7
5,49,245,82,3,2,4
6,21,126,42,3,3,5
13,11,143,48,3,3,4
9,20,180,60,3,2,7
15,53,795,265,3,3,4
14,37,518,173,3,3,5
7,27,189,63,3,2,4
20,22,440,147,3,3,4
2,46,92,31,3,2,4
7,31,217,73,3,2,4
6,21,126,42,3,2,5
17,11,187,63,3,3,4
2,46,92,31,3,3,4
3,16,48,16,3,3,4
5,35,175,59,3,3,4
5,35,175,59,3,2,4
1,33,33,11,3,2,6
8,21,168,56,3,3,8
12,25,300,100,3,2,4
4,32,128,43,3,3,4
13,49,637,213,3,2,4
15,18,270,90,3,2,4
11,41,451,151,3,2,4
10,24,240,80,3,2,5
3,46,138,46,3,2,4
14,22,308,103,3,3,5
16,14,224,75,3,3,4
10,20,200,67,3,2,4
10,19,190,64,3,3,4
12,22,264,88,3,2,4
9,50,450,150,3,2,4
1,55,55,19,3,2,6
5,59,295,99,3,2,4
20,24,480,160,3,3,6
8,51,408,136,3,2,4
11,16,176,59,3,3,4
12,49,588,196,3,2,4
1,37,37,13,3,2,4
20,41,820,274,3,3,4
11,44,484,162,3,2,4
5,24,120,40,3,2,4
15,57,855,285,3,3,4
5,45,225,75,3,3,4
12,30,360,120,3,3,4
5,15,75,25,3,2,4
17,10,170,57,3,2,7
17,13,221,74,3,3,4
12,20,240,80,3,3,5
15,53,795,265,3,2,4
15,35,525,175,3,2,5
6,46,276,92,3,3,4
12,32,384,128,3,3,7
20,38,760,254,3,3,4
18,30,540,180,3,3,6
14,57,798,266,3,2,4
2,54,108,36,3,2,4
9,54,486,162,3,2,4
5,58,290,97,3,2,4
20,36,720,240,3,3,4
1,48,48,16,3,2,4
3,49,147,49,3,3,4
6,22,132,44,3,2,8
5,32,160,54,3,2,4
5,25,125,42,3,2,6
1,39,39,13,3,3,4
17,13,221,74,3,2,4
19,49,931,311,3,3,7
14,25,350,117,3,3,6
12,40,480,160,3,2,5
10,51,510,170,3,3,4
20,34,680,227,3,2,4
18,53,954,318,3,3,4
11,21,231,77,3,2,4
2,35,70,24,3,3,4
18,46,828,276,3,3,6
7,57,399,133,3,2,6
15,42,630,210,3,2,4
11,37,407,136,3,2,4
18,18,324,108,3,2,6
12,21,252,84,3,3,4
6,14,84,28,3,3,4
20,37,740,247,3,3,4
13,44,572,191,3,3,4
20,14,280,94,3,2,8
16,43,688,230,3,3,4
18,55,990,330,3,2,4
10,43,430,144,3,3,4
8,22,176,59,3,2,7
18,48,864,288,3,2,6
1,51,51,17,3,2,4
8,54,432,144,3,2,4
6,57,342,114,3,2,4
5,23,115,39,3,3,4
15,20,300,100,3,2,4
15,51,765,255,3,3,4
2,47,94,32,3,3,4
1,13,13,5,3,2,4
11,42,462,154,3,3,4
10,16,160,54,3,3,6
18,50,900,300,3,3,4
18,17,306,102,3,2,4
17,46,782,261,3,2,8
8,60,480,160,3,2,4
15,19,285,95,3,2,5
8,52,416,139,3,3,4
17,24,408,136,3,3,4
12,47,564,188,3,3,5
8,24,192,64,3,3,4
14,14,196,66,3,3,6
4,38,152,51,3,3,4
1,28,28,10,3,2,4
1,60,60,20,3,3,4
19,19,361,121,3,3,4
16,21,336,112,3,3,4
14,13,182,61,3,2,4
16,40,640,214,3,3,4
5,27,135,45,3,3,4
9,25,225,75,3,2,5
2,49,98,33,3,3,4
18,45,810,270,3,2,7
6,34,204,68,3,2,4
9,32,288,96,3,3,4
1,21,21,7,3,3,5
9,43,387,129,3,2,4
16,45,720,240,3,3,4
13,46,598,200,3,3,4
9,12,108,36,3,2,4
13,18,234,78,3,2,4
9,27,243,81,3,3,8
11,52,572,191,3,2,4
4,44,176,59,3,3,6
2,43,86,29,3,3,4
6,50,300,100,3,3,4
14,23,322,108,3,3,4
4,13,52,18,3,2,6
6,38,228,76,3,3,6
19,50,950,317,3,2,4
6,54,324,108,3,3,4
2,59,118,40,3,3,4
18,24,432,144,3,2,4
13,37,481,161,3,3,4
9,51,459,153,3,2,6
19,25,475,159,3,2,4
13,21,273,91,3,3,5
11,14,154,52,3,3,4
1,43,43,15,3,3,4
7,51,357,119,3,3,4
15,10,150,50,3,2,5
1,48,48,16,3,3,6
12,41,492,164,3,3,4
7,35,245,82,3,3,4
15,26,390,130,3,3,4
19,57,1083,361,3,3,4
1,36,36,12,3,2,4
17,33,561,187,3,3,5
17,44,748,250,3,2,4
3,55,165,55,3,3,6
12,51,612,204,3,3,4
6,48,288,96,3,3,4
11,35,385,129,3,2,8
3,58,174,58,3,3,4
8,47,376,126,3,2,7
14,32,448,150,3,2,4
14,31,434,145,3,3,4
10,13,130,44,3,2,6
2,58,116,39,3,3,7
14,18,252,84,3,3,4
9,13,117,39,3,2,4
3,16,48,16,3,3,5
8,32,256,86,3,3,6
16,11,176,59,3,2,4
2,58,116,39,3,2,6
6,33,198,66,3,2,4
12,49,588,196,3,2,4
5,40,200,67,3,2,4
2,56,112,38,3,2,4
16,40,640,214,3,3,7
5,56,280,94,3,2,4
15,49,735,245,3,2,8
12,57,684,228,3,3,4
4,60,240,80,3,3,5
15,52,780,260,3,2,6
11,43,473,158,3,2,4
16,33,528,176,3,3,4
6,58,348,116,3,2,4
14,35,490,164,3,2,6
18,25,450,150,3,3,6
12,56,672,224,3,2,4
11,22,242,81,3,3,6
13,24,312,104,3,2,4
11,36,396,132,3,3,4
16,13,208,70,3,3,6
15,25,375,125,3,3,4
15,39,585,195,3,2,6
4,53,212,71,3,3,4
11,39,429,143,3,2,4
19,45,855,285,3,3,4
15,12,180,60,3,3,4
4,31,124,42,3,3,5
13,58,754,252,3,2,4
19,31,589,197,3,2,4
2,59,118,40,3,3,4
14,59,826,276,3,2,4
4,58,232,78,3,2,5
16,21,336,112,3,2,4
20,30,600,200,3,3,4
14,13,182,61,3,2,7
15,40,600,200,3,3,4
3,53,159,53,3,3,6
8,40,320,107,3,3,4
16,32,512,171,3,2,4
10,29,290,97,3,3,6
4,24,96,32,3,2,5
18,32,576,192,3,2,4
2,37,74,25,3,3,4
17,25,425,142,3,3,4
13,46,598,200,3,3,4
4,30,120,40,3,2,5
11,24,264,88,3,2,4
7,26,182,61,3,3,4
12,59,708,236,3,3,6
10,46,460,154,3,2,4
7,22,154,52,3,2,4
13,28,364,122,3,3,6
7,39,273,91,3,2,5
17,54,918,306,3,2,4
10,27,270,90,3,2,4
10,23,230,77,3,2,4
4,45,180,60,3,2,4
20,45,900,300,3,2,4
4,29,116,39,3,3,6
7,28,196,66,3,2,7
1,54,54,18,3,3,6
12,53,636,212,3,3,4
13,16,208,70,3,2,5
10,53,530,177,3,3,4
15,13,195,65,3,3,4
13,43,559,187,3,3,4
9,11,99,33,3,2,4
9,14,126,42,3,3,7
15,19,285,95,3,2,4
10,41,410,137,3,3,4
10,51,510,170,3,3,8
8,50,400,134,3,3,4
16,22,352,118,3,3,5
17,48,816,272,3,2,4
5,14,70,24,3,3,4
4,19,76,26,3,3,7
18,19,342,114,3,2,4
19,47,893,298,3,2,4
4,36,144,48,3,2,4
7,60,420,140,3,3,4
10,30,300,100,3,2,4
18,17,306,102,3,2,4
19,10,190,64,3,2,4
4,37,148,50,3,2,5
10,58,580,194,3,2,4
1,48,48,16,3,2,4
18,23,414,138,3,3,4
5,30,150,50,3,2,7
15,39,585,195,3,3,7
17,30,510,170,3,2,5
3,58,174,58,3,2,6
12,18,216,72,3,2,4
2,26,52,18,3,3,4
1,14,14,5,3,2,4
17,40,680,227,3,2,4
16,49,784,262,3,2,4
5,47,235,79,3,2,4
15,52,780,260,3,3,8
3,28,84,28,3,3,6
7,45,315,105,3,3,4
11,59,649,217,3,3,5
10,42,420,140,3,3,4
9,22,198,66,3,2,4
14,23,322,108,3,2,4
13,42,546,182,3,2,4
2,38,76,26,3,3,4
3,52,156,52,3,2,6
7,58,406,136,3,3,4
18,45,810,270,3,2,4
3,53,159,53,3,3,4
10,19,190,64,3,2,4
7,40,280,94,3,2,6
9,15,135,45,3,2,4
17,10,170,57,3,2,8
11,16,176,59,3,3,8
7,36,252,84,3,2,4
14,30,420,140,3,2,4
19,37,703,235,3,2,6
4,25,100,34,3,3,8
6,55,330,110,3,2,4
10,32,320,107,3,2,5
7,29,203,68,3,2,5
13,47,611,204,3,2,4
14,34,476,159,3,2,4
4,37,148,50,3,3,6
8,14,112,38,3,3,4
5,30,150,50,3,3,4
1,27,27,9,3,2,4
4,56,224,75,3,3,4
3,15,45,15,3,2,4
9,38,342,114,3,2,7
8,28,224,75,3,2,4
1,42,42,14,3,2,4
6,10,60,20,3,3,4
9,54,486,162,3,3,4
7,12,84,28,3,3,4
4,51,204,68,3,2,4
13,30,390,130,3,3,4
17,44,748,250,3,3,4
2,50,100,34,3,2,4
5,49,245,82,3,3,4
12,12,144,48,3,2,7
8,34,272,91,3,3,4
6,54,324,108,3,3,4
8,47,376,126,3,3,5
18,54,972,324,3,2,4
