missions,tasks_per_mission,total_tasks,manpower,shift,location,campaign_in_weeks
10,41,410,137,3,3,4
20,10,200,67,3,3,4
9,17,153,51,3,3,4
3,54,162,54,3,3,4
20,32,640,214,3,3,4
11,56,616,206,3,3,4
6,49,294,98,3,3,4
2,21,42,14,3,3,4
7,21,147,49,3,3,4
18,55,990,330,3,3,4
2,56,112,38,3,3,4
17,24,408,136,3,3,4
11,50,550,184,3,3,4
12,28,336,112,3,3,4
19,35,665,222,3,3,4
7,38,266,89,3,3,4
20,31,620,207,3,3,4
6,49,294,98,3,3,4
1,30,30,10,3,3,4
17,60,1020,340,3,3,4
11,47,517,173,3,3,4
18,29,522,174,3,3,4
17,38,646,216,3,3,4
7,60,420,140,3,3,4
17,13,221,74,3,3,4
20,16,320,107,3,3,4
9,37,333,111,3,3,4
17,37,629,210,3,3,4
20,13,260,87,3,3,4
8,31,248,83,3,3,4
17,21,357,119,3,3,4
7,54,378,126,3,3,4
1,12,12,4,3,3,4
13,31,403,135,3,3,4
19,53,1007,336,3,3,4
19,11,209,70,3,3,4
17,33,561,187,3,3,4
13,43,559,187,3,3,4
16,36,576,192,3,3,4
8,50,400,134,3,3,4
19,10,190,64,3,3,4
18,17,306,102,3,3,4
1,32,32,11,3,3,4
14,47,658,220,3,3,4
19,15,285,95,3,3,4
15,31,465,155,3,3,4
18,34,612,204,3,3,4
2,27,54,18,3,3,4
17,26,442,148,3,3,4
18,21,378,126,3,3,4
6,15,90,30,3,3,4
19,35,665,222,3,3,4
4,36,144,48,3,3,4
1,17,17,6,3,3,4
8,28,224,75,3,3,4
7,51,357,119,3,3,4
3,10,30,10,3,3,4
10,38,380,127,3,3,4
10,54,540,180,3,3,4
19,58,1102,368,3,3,4
14,44,616,206,3,3,4
2,49,98,33,3,3,4
1,23,23,8,3,3,4
18,44,792,264,3,3,4
7,57,399,133,3,3,4
8,54,432,144,3,3,4
1,29,29,10,3,3,4
3,58,174,58,3,3,4
8,22,176,59,3,3,4
15,47,705,235,3,3,4
5,58,290,97,3,3,4
3,55,165,55,3,3,4
19,58,1102,368,3,3,4
1,17,17,6,3,3,4
15,52,780,260,3,3,4
8,29,232,78,3,3,4
2,42,84,28,3,3,4
3,35,105,35,3,3,4
14,48,672,224,3,3,4
14,30,420,140,3,3,4
11,58,638,213,3,3,4
16,51,816,272,3,3,4
4,52,208,70,3,3,4
20,50,1000,334,3,3,4
5,18,90,30,3,3,4
14,33,462,154,3,3,4
16,46,736,246,3,3,4
18,58,1044,348,3,3,4
7,50,350,117,3,3,4
10,26,260,87,3,3,4
7,33,231,77,3,3,4
1,30,30,10,3,3,4
19,60,1140,380,3,3,4
16,48,768,256,3,3,4
19,50,950,317,3,3,4
4,48,192,64,3,3,4
18,22,396,132,3,3,4
2,20,40,14,3,3,4
1,55,55,19,3,3,4
15,28,420,140,3,3,4
5,20,100,34,3,3,4
20,22,440,147,3,3,4
11,55,605,202,3,3,4
10,54,540,180,3,3,4
2,10,20,7,3,3,4
3,49,147,49,3,3,4
12,53,636,212,3,3,4
20,28,560,187,3,3,4
5,21,105,35,3,3,4
5,17,85,29,3,3,4
6,17,102,34,3,3,4
9,54,486,162,3,3,4
2,21,42,14,3,3,4
12,57,684,228,3,3,4
3,42,126,42,3,3,4
20,54,1080,360,3,3,4
12,35,420,140,3,3,4
17,48,816,272,3,3,4
10,37,370,124,3,3,4
14,14,196,66,3,3,4
17,17,289,97,3,3,4
18,34,612,204,3,3,4
19,36,684,228,3,3,4
17,55,935,312,3,3,4
14,32,448,150,3,3,4
9,39,351,117,3,3,4
8,54,432,144,3,3,4
2,56,112,38,3,3,4
13,32,416,139,3,3,4
7,58,406,136,3,3,4
9,56,504,168,3,3,4
11,29,319,107,3,3,4
14,27,378,126,3,3,4
4,27,108,36,3,3,4
13,11,143,48,3,3,4
2,13,26,9,3,3,4
5,39,195,65,3,3,4
11,42,462,154,3,3,4
6,45,270,90,3,3,4
18,27,486,162,3,3,4
10,46,460,154,3,3,4
4,28,112,38,3,3,4
9,56,504,168,3,3,4
6,37,222,74,3,3,4
2,49,98,33,3,3,4
17,29,493,165,3,3,4
5,58,290,97,3,3,4
6,42,252,84,3,3,4
12,21,252,84,3,3,4
10,60,600,200,3,3,4
6,24,144,48,3,3,4
8,50,400,134,3,3,4
2,48,96,32,3,3,4
12,11,132,44,3,3,4
13,38,494,165,3,3,4
7,50,350,117,3,3,4
10,19,190,64,3,3,4
13,11,143,48,3,3,4
17,60,1020,340,3,3,4
14,20,280,94,3,3,4
2,22,44,15,3,3,4
11,19,209,70,3,3,4
1,23,23,8,3,3,4
19,27,513,171,3,3,4
4,60,240,80,3,3,4
19,18,342,114,3,3,4
11,48,528,176,3,3,4
8,37,296,99,3,3,4
11,12,132,44,3,3,4
4,29,116,39,3,3,4
17,15,255,85,3,3,4
7,36,252,84,3,3,4
8,11,88,30,3,3,4
3,38,114,38,3,3,4
2,47,94,32,3,3,4
15,12,180,60,3,3,4
5,25,125,42,3,3,4
1,39,39,13,3,3,4
4,49,196,66,3,3,4
15,11,165,55,3,3,4
20,26,520,174,3,3,4
19,50,950,317,3,3,4
3,21,63,21,3,3,4
20,44,880,294,3,3,4
11,52,572,191,3,3,4
17,10,170,57,3,3,4
13,54,702,234,3,3,4
11,24,264,88,3,3,4
2,35,70,24,3,3,4
9,46,414,138,3,3,4
2,30,60,20,3,3,4
9,58,522,174,3,3,4
9,40,360,120,3,3,4
8,34,272,91,3,3,4
17,32,544,182,3,3,4
1,33,33,11,3,3,4
11,47,517,173,3,3,4
8,37,296,99,3,3,4
10,30,300,100,3,3,4
7,52,364,122,3,3,4
3,27,81,27,3,3,4
3,45,135,45,3,3,4
18,44,792,264,3,3,4
5,54,270,90,3,3,4
12,18,216,72,3,3,4
12,47,564,188,3,3,4
19,39,741,247,3,3,4
6,53,318,106,3,3,4
2,43,86,29,3,3,4
12,41,492,164,3,3,4
19,12,228,76,3,3,4
5,12,60,20,3,3,4
12,37,444,148,3,3,4
17,53,901,301,3,3,4
17,24,408,136,3,3,4
10,50,500,167,3,3,4
17,32,544,182,3,3,4
15,49,735,245,3,3,4
12,20,240,80,3,3,4
16,57,912,304,3,3,4
19,41,779,260,3,3,4
8,45,360,120,3,3,4
17,42,714,238,3,3,4
5,33,165,55,3,3,4
16,48,768,256,3,3,4
6,43,258,86,3,3,4
8,37,296,99,3,3,4
18,46,828,276,3,3,4
12,16,192,64,3,3,4
15,13,195,65,3,3,4
9,46,414,138,3,3,4
13,10,130,44,3,3,4
15,10,150,50,3,3,4
10,56,560,187,3,3,4
16,29,464,155,3,3,4
7,28,196,66,3,3,4
17,38,646,216,3,3,4
7,19,133,45,3,3,4
14,27,378,126,3,3,4
15,37,555,185,3,3,4
7,44,308,103,3,3,4
9,52,468,156,3,3,4
19,56,1064,355,3,3,4
16,40,640,214,3,3,4
8,36,288,96,3,3,4
18,20,360,120,3,3,4
18,58,1044,348,3,3,4
20,58,1160,387,3,3,4
7,47,329,110,3,3,4
3,14,42,14,3,3,4
18,17,306,102,3,3,4
10,43,430,144,3,3,4
7,57,399,133,3,3,4
17,21,357,119,3,3,4
14,47,658,220,3,3,4
3,10,30,10,3,3,4
12,40,480,160,3,3,4
13,13,169,57,3,3,4
2,58,116,39,3,3,4
3,54,162,54,3,3,4
5,59,295,99,3,3,4
11,14,154,52,3,3,4
8,39,312,104,3,3,4
12,33,396,132,3,3,4
7,12,84,28,3,3,4
15,20,300,100,3,3,4
17,54,918,306,3,3,4
4,13,52,18,3,3,4
13,35,455,152,3,3,4
18,36,648,216,3,3,4
1,55,55,19,3,3,4
16,52,832,278,3,3,4
13,36,468,156,3,3,4
10,51,510,170,3,3,4
12,60,720,240,3,3,4
2,59,118,40,3,3,4
3,15,45,15,3,3,4
10,24,240,80,3,3,4
2,39,78,26,3,3,4
13,51,663,221,3,3,4
13,46,598,200,3,3,4
18,46,828,276,3,3,4
3,51,153,51,3,3,4
7,46,322,108,3,3,4
14,44,616,206,3,3,4
20,32,640,214,3,3,4
17,15,255,85,3,3,4
12,13,156,52,3,3,4
16,27,432,144,3,3,4
12,18,216,72,3,3,4
15,58,870,290,3,3,4
10,38,380,127,3,3,4
7,22,154,52,3,3,4
20,56,1120,374,3,3,4
5,26,130,44,3,3,4
1,54,54,18,3,3,4
17,41,697,233,3,3,4
3,57,171,57,3,3,4
13,31,403,135,3,3,4
14,13,182,61,3,3,4
18,14,252,84,3,3,4
4,46,184,62,3,3,4
18,50,900,300,3,3,4
5,58,290,97,3,3,4
16,22,352,118,3,3,4
1,43,43,15,3,3,4
14,54,756,252,3,3,4
15,31,465,155,3,3,4
9,32,288,96,3,3,4
15,60,900,300,3,3,4
17,12,204,68,3,3,4
4,51,204,68,3,3,4
12,43,516,172,3,3,4
5,41,205,69,3,3,4
5,54,270,90,3,3,4
11,60,660,220,3,3,4
6,58,348,116,3,3,4
7,30,210,70,3,3,4
14,55,770,257,3,3,4
11,53,583,195,3,3,4
13,30,390,130,3,3,4
2,53,106,36,3,3,4
7,20,140,47,3,3,4
20,48,960,320,3,3,4
4,13,52,18,3,3,4
8,60,480,160,3,3,4
20,10,200,67,3,3,4
19,37,703,235,3,3,4
13,33,429,143,3,3,4
14,44,616,206,3,3,4
10,22,220,74,3,3,4
11,56,616,206,3,3,4
2,43,86,29,3,3,4
9,20,180,60,3,3,4
17,45,765,255,3,3,4
3,60,180,60,3,3,4
6,26,156,52,3,3,4
5,44,220,74,3,3,4
5,27,135,45,3,3,4
15,49,735,245,3,3,4
17,31,527,176,3,3,4
9,33,297,99,3,3,4
3,28,84,28,3,3,4
20,46,920,307,3,3,4
17,48,816,272,3,3,4
10,30,300,100,3,3,4
3,17,51,17,3,3,4
18,37,666,222,3,3,4
18,14,252,84,3,3,4
17,26,442,148,3,3,4
3,46,138,46,3,3,4
3,45,135,45,3,3,4
6,28,168,56,3,3,4
13,36,468,156,3,3,4
15,43,645,215,3,3,4
9,20,180,60,3,3,4
4,54,216,72,3,3,4
14,56,784,262,3,3,4
5,21,105,35,3,3,4
2,30,60,20,3,3,4
11,20,220,74,3,3,4
9,48,432,144,3,3,4
3,37,111,37,3,3,4
9,14,126,42,3,3,4
3,26,78,26,3,3,4
2,29,58,20,3,3,4
12,50,600,200,3,3,4
10,55,550,184,3,3,4
9,21,189,63,3,3,4
15,15,225,75,3,3,4
8,26,208,70,3,3,4
5,60,300,100,3,3,4
11,28,308,103,3,3,4
2,35,70,24,3,3,4
15,57,855,285,3,3,4
6,53,318,106,3,3,4
8,53,424,142,3,3,4
5,41,205,69,3,3,4
16,15,240,80,3,3,4
18,45,810,270,3,3,4
6,47,282,94,3,3,4
5,20,100,34,3,3,4
16,42,672,224,3,3,4
13,33,429,143,3,3,4
5,32,160,54,3,3,4
13,24,312,104,3,3,4
17,36,612,204,3,3,4
18,20,360,120,3,3,4
8,60,480,160,3,3,4
13,59,767,256,3,3,4
19,26,494,165,3,3,4
3,60,180,60,3,3,4
8,23,184,62,3,3,4
2,36,72,24,3,3,4
8,27,216,72,3,3,4
13,37,481,161,3,3,4
13,60,780,260,3,3,4
1,56,56,19,3,3,4
6,56,336,112,3,3,4
19,13,247,83,3,3,4
16,16,256,86,3,3,4
8,54,432,144,3,3,4
1,44,44,15,3,3,4
16,57,912,304,3,3,4
9,18,162,54,3,3,4
13,17,221,74,3,3,4
11,54,594,198,3,3,4
13,26,338,113,3,3,4
10,26,260,87,3,3,4
4,58,232,78,3,3,4
6,42,252,84,3,3,4
7,41,287,96,3,3,4
5,17,85,29,3,3,4
11,28,308,103,3,3,4
13,47,611,204,3,3,4
19,12,228,76,3,3,4
10,14,140,47,3,3,4
10,22,220,74,3,3,4
11,56,616,206,3,3,4
7,55,385,129,3,3,4
18,40,720,240,3,3,4
4,25,100,34,3,3,4
2,59,118,40,3,3,4
14,41,574,192,3,3,4
13,31,403,135,3,3,4
12,38,456,152,3,3,4
7,31,217,73,3,3,4
2,52,104,35,3,3,4
13,12,156,52,3,3,4
14,19,266,89,3,3,4
17,51,867,289,3,3,4
9,30,270,90,3,3,4
17,25,425,142,3,3,4
8,21,168,56,3,3,4
2,11,22,8,3,3,4
13,50,650,217,3,3,4
3,33,99,33,3,3,4
16,44,704,235,3,3,4
6,39,234,78,3,3,4
19,39,741,247,3,3,4
7,56,392,131,3,3,4
10,44,440,147,3,3,4
9,28,252,84,3,3,4
2,59,118,40,3,3,4
15,17,255,85,3,3,4
5,35,175,59,3,3,4
4,58,232,78,3,3,4
20,49,980,327,3,3,4
4,16,64,22,3,3,4
18,39,702,234,3,3,4
4,16,64,22,3,3,4
17,12,204,68,3,3,4
12,10,120,40,3,3,4
17,45,765,255,3,3,4
10,34,340,114,3,3,4
1,46,46,16,3,3,4
18,10,180,60,3,3,4
18,24,432,144,3,3,4
14,46,644,215,3,3,4
15,22,330,110,3,3,4
12,49,588,196,3,3,4
4,17,68,23,3,3,4
3,14,42,14,3,3,4
20,18,360,120,3,3,4
12,10,120,40,3,3,4
7,45,315,105,3,3,4
11,44,484,162,3,3,4
1,11,11,4,3,3,4
6,49,294,98,3,3,4
15,32,480,160,3,3,4
15,18,270,90,3,3,4
19,43,817,273,3,3,4
11,55,605,202,3,3,4
2,23,46,16,3,3,4
14,13,182,61,3,3,4
2,39,78,26,3,3,4
4,40,160,54,3,3,4
17,47,799,267,3,3,4
3,20,60,20,3,3,4
13,44,572,191,3,3,4
9,17,153,51,3,3,4
7,12,84,28,3,3,4
15,23,345,115,3,3,4
11,22,242,81,3,3,4
20,54,1080,360,3,3,4
2,41,82,28,3,3,4
15,43,645,215,3,3,4
14,54,756,252,3,3,4
20,28,560,187,3,3,4
11,47,517,173,3,3,4
3,25,75,25,3,3,4
17,11,187,63,3,3,4
12,49,588,196,3,3,4
15,26,390,130,3,3,4
16,43,688,230,3,3,4
5,51,255,85,3,3,4
20,25,500,167,3,3,4
6,47,282,94,3,3,4
19,11,209,70,3,3,4
5,11,55,19,3,3,4
3,35,105,35,3,3,4
1,22,22,8,3,3,4
6,56,336,112,3,3,4
15,40,600,200,3,3,4
2,43,86,29,3,3,4
3,48,144,48,3,3,4
17,12,204,68,3,3,4
12,17,204,68,3,3,4
18,32,576,192,3,3,4
15,23,345,115,3,3,4
12,36,432,144,3,3,4
16,38,608,203,3,3,4
8,48,384,128,3,3,4
14,48,672,224,3,3,4
17,10,170,57,3,3,4
8,26,208,70,3,3,4
15,50,750,250,3,3,4
14,39,546,182,3,3,4
18,22,396,132,3,3,4
20,30,600,200,3,3,4
7,28,196,66,3,3,4
3,28,84,28,3,3,4
12,34,408,136,3,3,4
3,31,93,31,3,3,4
20,40,800,267,3,3,4
14,26,364,122,3,3,4
15,32,480,160,3,3,4
14,41,574,192,3,3,4
7,19,133,45,3,3,4
17,19,323,108,3,3,4
12,45,540,180,3,3,4
20,17,340,114,3,3,4
4,29,116,39,3,3,4
9,41,369,123,3,3,4
6,59,354,118,3,3,4
16,23,368,123,3,3,4
2,59,118,40,3,3,4
8,37,296,99,3,3,4
11,55,605,202,3,3,4
13,33,429,143,3,3,4
17,24,408,136,3,3,4
8,31,248,83,3,3,4
18,39,702,234,3,3,4
18,13,234,78,3,3,4
14,22,308,103,3,3,4
15,32,480,160,3,3,4
6,17,102,34,3,3,4
11,27,297,99,3,3,4
13,21,273,91,3,3,4
1,40,40,14,3,3,4
6,23,138,46,3,3,4
9,43,387,129,3,3,4
8,27,216,72,3,3,4
11,43,473,158,3,3,4
19,20,380,127,3,3,4
9,50,450,150,3,3,4
17,21,357,119,3,3,4
12,58,696,232,3,3,4
14,24,336,112,3,3,4
15,40,600,200,3,3,4
16,58,928,310,3,3,4
20,38,760,254,3,3,4
1,35,35,12,3,3,4
10,27,270,90,3,3,4
8,41,328,110,3,3,4
18,31,558,186,3,3,4
1,47,47,16,3,3,4
2,26,52,18,3,3,4
1,32,32,11,3,3,4
1,33,33,11,3,3,4
9,59,531,177,3,3,4
13,17,221,74,3,3,4
1,50,50,17,3,3,4
13,15,195,65,3,3,4
20,14,280,94,3,3,4
7,53,371,124,3,3,4
2,38,76,26,3,3,4
6,37,222,74,3,3,4
7,20,140,47,3,3,4
14,10,140,47,3,3,4
18,52,936,312,3,3,4
15,28,420,140,3,3,4
2,18,36,12,3,3,4
10,36,360,120,3,3,4
12,43,516,172,3,3,4
17,53,901,301,3,3,4
8,13,104,35,3,3,4
11,45,495,165,3,3,4
3,27,81,27,3,3,4
6,24,144,48,3,3,4
9,60,540,180,3,3,4
6,22,132,44,3,3,4
9,28,252,84,3,3,4
7,58,406,136,3,3,4
9,15,135,45,3,3,4
18,57,1026,342,3,3,4
12,21,252,84,3,3,4
8,60,480,160,3,3,4
8,46,368,123,3,3,4
18,26,468,156,3,3,4
20,32,640,214,3,3,4
15,35,525,175,3,3,4
7,38,266,89,3,3,4
11,42,462,154,3,3,4
20,36,720,240,3,3,4
16,34,544,182,3,3,4
4,19,76,26,3,3,4
6,56,336,112,3,3,4
3,32,96,32,3,3,4
9,30,270,90,3,3,4
10,30,300,100,3,3,4
14,52,728,243,3,3,4
11,22,242,81,3,3,4
18,46,828,276,3,3,4
12,42,504,168,3,3,4
12,33,396,132,3,3,4
13,53,689,230,3,3,4
13,20,260,87,3,3,4
19,26,494,165,3,3,4
19,13,247,83,3,3,4
14,56,784,262,3,3,4
4,34,136,46,3,3,4
13,39,507,169,3,3,4
8,18,144,48,3,3,4
19,30,570,190,3,3,4
12,29,348,116,3,3,4
18,28,504,168,3,3,4
6,28,168,56,3,3,4
18,21,378,126,3,3,4
19,46,874,292,3,3,4
5,51,255,85,3,3,4
9,26,234,78,3,3,4
3,46,138,46,3,3,4
10,57,570,190,3,3,4
19,48,912,304,3,3,4
3,37,111,37,3,3,4
15,50,750,250,3,3,4
1,44,44,15,3,3,4
7,56,392,131,3,3,4
12,57,684,228,3,3,4
17,27,459,153,3,3,4
20,23,460,154,3,3,4
5,44,220,74,3,3,4
4,53,212,71,3,3,4
12,50,600,200,3,3,4
20,16,320,107,3,3,4
18,50,900,300,3,3,4
17,22,374,125,3,3,4
19,27,513,171,3,3,4
9,46,414,138,3,3,4
4,22,88,30,3,3,4
2,45,90,30,3,3,4
4,40,160,54,3,3,4
2,11,22,8,3,3,4
15,25,375,125,3,3,4
2,18,36,12,3,3,4
4,18,72,24,3,3,4
6,47,282,94,3,3,4
7,20,140,47,3,3,4
10,31,310,104,3,3,4
19,42,798,266,3,3,4
19,45,855,285,3,3,4
12,54,648,216,3,3,4
3,32,96,32,3,3,4
13,54,702,234,3,3,4
18,54,972,324,3,3,4
8,43,344,115,3,3,4
15,18,270,90,3,3,4
1,33,33,11,3,3,4
3,17,51,17,3,3,4
8,16,128,43,3,3,4
4,45,180,60,3,3,4
16,27,432,144,3,3,4
10,12,120,40,3,3,4
12,37,444,148,3,3,4
14,15,210,70,3,3,4
14,53,742,248,3,3,4
2,53,106,36,3,3,4
5,30,150,50,3,3,4
5,37,185,62,3,3,4
6,49,294,98,3,3,4
13,10,130,44,3,3,4
9,45,405,135,3,3,4
15,30,450,150,3,3,4
14,52,728,243,3,3,4
7,44,308,103,3,3,4
20,22,440,147,3,3,4
2,58,116,39,3,3,4
7,19,133,45,3,3,4
6,53,318,106,3,3,4
17,56,952,318,3,3,4
2,19,38,13,3,3,4
3,55,165,55,3,3,4
5,22,110,37,3,3,4
5,46,230,77,3,3,4
1,47,47,16,3,3,4
8,33,264,88,3,3,4
12,11,132,44,3,3,4
4,31,124,42,3,3,4
13,26,338,113,3,3,4
15,45,675,225,3,3,4
11,23,253,85,3,3,4
10,19,190,64,3,3,4
3,44,132,44,3,3,4
14,34,476,159,3,3,4
16,12,192,64,3,3,4
10,56,560,187,3,3,4
10,47,470,157,3,3,4
12,26,312,104,3,3,4
9,21,189,63,3,3,4
1,33,33,11,3,3,4
5,38,190,64,3,3,4
20,52,1040,347,3,3,4
8,34,272,91,3,3,4
11,45,495,165,3,3,4
12,35,420,140,3,3,4
1,47,47,16,3,3,4
20,10,200,67,3,3,4
11,29,319,107,3,3,4
5,37,185,62,3,3,4
15,25,375,125,3,3,4
5,56,280,94,3,3,4
12,26,312,104,3,3,4
5,49,245,82,3,3,4
17,37,629,210,3,3,4
17,21,357,119,3,3,4
12,36,432,144,3,3,4
15,51,765,255,3,3,4
15,56,840,280,3,3,4
6,39,234,78,3,3,4
12,50,600,200,3,3,4
20,43,860,287,3,3,4
18,46,828,276,3,3,4
14,15,210,70,3,3,4
2,16,32,11,3,3,4
9,41,369,123,3,3,4
5,41,205,69,3,3,4
20,34,680,227,3,3,4
1,42,42,14,3,3,4
3,16,48,16,3,3,4
6,21,126,42,3,3,4
5,25,125,42,3,3,4
5,25,125,42,3,3,4
1,52,52,18,3,3,4
17,45,765,255,3,3,4
19,22,418,140,3,3,4
14,16,224,75,3,3,4
12,45,540,180,3,3,4
10,56,560,187,3,3,4
20,60,1200,400,3,3,4
18,18,324,108,3,3,4
11,41,451,151,3,3,4
2,20,40,14,3,3,4
18,17,306,102,3,3,4
7,42,294,98,3,3,4
15,32,480,160,3,3,4
11,34,374,125,3,3,4
18,17,306,102,3,3,4
12,54,648,216,3,3,4
6,31,186,62,3,3,4
20,13,260,87,3,3,4
13,49,637,213,3,3,4
20,12,240,80,3,3,4
16,38,608,203,3,3,4
18,50,900,300,3,3,4
10,38,380,127,3,3,4
8,43,344,115,3,3,4
18,43,774,258,3,3,4
1,37,37,13,3,3,4
8,22,176,59,3,3,4
6,24,144,48,3,3,4
5,32,160,54,3,3,4
15,53,795,265,3,3,4
15,35,525,175,3,3,4
2,13,26,9,3,3,4
1,35,35,12,3,3,4
11,49,539,180,3,3,4
10,18,180,60,3,3,4
18,14,252,84,3,3,4
18,41,738,246,3,3,4
17,29,493,165,3,3,4
8,59,472,158,3,3,4
15,20,300,100,3,3,4
8,24,192,64,3,3,4
17,41,697,233,3,3,4
12,37,444,148,3,3,4
8,31,248,83,3,3,4
14,50,700,234,3,3,4
4,26,104,35,3,3,4
1,35,35,12,3,3,4
1,53,53,18,3,3,4
19,16,304,102,3,3,4
16,51,816,272,3,3,4
14,35,490,164,3,3,4
16,34,544,182,3,3,4
5,19,95,32,3,3,4
9,54,486,162,3,3,4
2,28,56,19,3,3,4
18,20,360,120,3,3,4
6,22,132,44,3,3,4
9,17,153,51,3,3,4
1,49,49,17,3,3,4
9,13,117,39,3,3,4
16,56,896,299,3,3,4
13,40,520,174,3,3,4
9,37,333,111,3,3,4
13,20,260,87,3,3,4
9,52,468,156,3,3,4
11,10,110,37,3,3,4
4,58,232,78,3,3,4
2,56,112,38,3,3,4
6,47,282,94,3,3,4
14,33,462,154,3,3,4
4,56,224,75,3,3,4
6,40,240,80,3,3,4
19,50,950,317,3,3,4
6,55,330,110,3,3,4
2,59,118,40,3,3,4
18,35,630,210,3,3,4
13,58,754,252,3,3,4
9,59,531,177,3,3,4
19,14,266,89,3,3,4
13,29,377,126,3,3,4
11,50,550,184,3,3,4
1,20,20,7,3,3,4
7,42,294,98,3,3,4
15,59,885,295,3,3,4
1,47,47,16,3,3,4
12,36,432,144,3,3,4
7,43,301,101,3,3,4
15,24,360,120,3,3,4
19,41,779,260,3,3,4
1,30,30,10,3,3,4
17,55,935,312,3,3,4
17,14,238,80,3,3,4
3,15,45,15,3,3,4
12,47,564,188,3,3,4
6,31,186,62,3,3,4
11,27,297,99,3,3,4
3,23,69,23,3,3,4
8,19,152,51,3,3,4
14,55,770,257,3,3,4
14,22,308,103,3,3,4
10,40,400,134,3,3,4
2,39,78,26,3,3,4
14,12,168,56,3,3,4
9,39,351,117,3,3,4
3,15,45,15,3,3,4
8,38,304,102,3,3,4
16,17,272,91,3,3,4
2,53,106,36,3,3,4
6,54,324,108,3,3,4
12,52,624,208,3,3,4
5,53,265,89,3,3,4
2,42,84,28,3,3,4
16,26,416,139,3,3,4
5,57,285,95,3,3,4
15,20,300,100,3,3,4
12,22,264,88,3,3,4
4,59,236,79,3,3,4
15,20,300,100,3,3,4
11,40,440,147,3,3,4
16,37,592,198,3,3,4
6,53,318,106,3,3,4
14,15,210,70,3,3,4
18,50,900,300,3,3,4
12,25,300,100,3,3,4
11,13,143,48,3,3,4
13,44,572,191,3,3,4
11,57,627,209,3,3,4
16,35,560,187,3,3,4
15,21,315,105,3,3,4
15,20,300,100,3,3,4
4,46,184,62,3,3,4
11,34,374,125,3,3,4
19,27,513,171,3,3,4
15,28,420,140,3,3,4
4,32,128,43,3,3,4
13,47,611,204,3,3,4
19,27,513,171,3,3,4
2,35,70,24,3,3,4
14,15,210,70,3,3,4
4,13,52,18,3,3,4
16,53,848,283,3,3,4
20,60,1200,400,3,3,4
14,38,532,178,3,3,4
15,43,645,215,3,3,4
3,26,78,26,3,3,4
8,52,416,139,3,3,4
16,52,832,278,3,3,4
10,25,250,84,3,3,4
4,11,44,15,3,3,4
18,43,774,258,3,3,4
2,17,34,12,3,3,4
17,22,374,125,3,3,4
13,51,663,221,3,3,4
4,17,68,23,3,3,4
11,39,429,143,3,3,4
7,41,287,96,3,3,4
12,45,540,180,3,3,4
10,56,560,187,3,3,4
7,39,273,91,3,3,4
13,10,130,44,3,3,4
7,52,364,122,3,3,4
17,48,816,272,3,3,4
10,26,260,87,3,3,4
10,29,290,97,3,3,4
4,33,132,44,3,3,4
20,59,1180,394,3,3,4
4,31,124,42,3,3,4
7,38,266,89,3,3,4
1,31,31,11,3,3,4
12,53,636,212,3,3,4
13,18,234,78,3,3,4
10,46,460,154,3,3,4
15,19,285,95,3,3,4
13,45,585,195,3,3,4
9,46,414,138,3,3,4
9,37,333,111,3,3,4
15,37,555,185,3,3,4
10,51,510,170,3,3,4
10,52,520,174,3,3,4
8,30,240,80,3,3,4
16,33,528,176,3,3,4
17,51,867,289,3,3,4
5,49,245,82,3,3,4
4,11,44,15,3,3,4
18,17,306,102,3,3,4
19,57,1083,361,3,3,4
4,36,144,48,3,3,4
7,31,217,73,3,3,4
10,46,460,154,3,3,4
18,36,648,216,3,3,4
19,38,722,241,3,3,4
4,12,48,16,3,3,4
10,53,530,177,3,3,4
1,22,22,8,3,3,4
18,54,972,324,3,3,4
5,19,95,32,3,3,4
15,45,675,225,3,3,4
17,18,306,102,3,3,4
3,36,108,36,3,3,4
12,43,516,172,3,3,4
2,60,120,40,3,3,4
1,10,10,4,3,3,4
17,41,697,233,3,3,4
16,34,544,182,3,3,4
5,38,190,64,3,3,4
15,16,240,80,3,3,4
3,58,174,58,3,3,4
7,12,84,28,3,3,4
11,29,319,107,3,3,4
10,29,290,97,3,3,4
9,39,351,117,3,3,4
14,44,616,206,3,3,4
13,44,572,191,3,3,4
2,58,116,39,3,3,4
3,48,144,48,3,3,4
7,36,252,84,3,3,4
18,35,630,210,3,3,4
3,23,69,23,3,3,4
10,26,260,87,3,3,4
7,27,189,63,3,3,4
9,54,486,162,3,3,4
17,38,646,216,3,3,4
11,29,319,107,3,3,4
7,36,252,84,3,3,4
14,27,378,126,3,3,4
19,13,247,83,3,3,4
4,10,40,14,3,3,4
6,59,354,118,3,3,4
10,10,100,34,3,3,4
7,35,245,82,3,3,4
13,54,702,234,3,3,4
14,29,406,136,3,3,4
4,32,128,43,3,3,4
8,19,152,51,3,3,4
5,20,100,34,3,3,4
1,50,50,17,3,3,4
4,50,200,67,3,3,4
3,14,42,14,3,3,4
9,10,90,30,3,3,4
8,26,208,70,3,3,4
1,31,31,11,3,3,4
6,43,258,86,3,3,4
9,54,486,162,3,3,4
7,50,350,117,3,3,4
4,38,152,51,3,3,4
13,13,169,57,3,3,4
17,14,238,80,3,3,4
2,20,40,14,3,3,4
5,60,300,100,3,3,4
12,30,360,120,3,3,4
8,44,352,118,3,3,4
6,21,126,42,3,3,4
